ID,copy_num,skew,std,kurtosis,beyond1st,stetson_j,stetson_k,max_slope,amplitude,median_absolute_deviation,median_buffer_range_percentage,pair_slope_trend,percent_amplitude,percent_difference_flux_percentile,flux_percentile_ratio_mid20,flux_percentile_ratio_mid35,flux_percentile_ratio_mid50,flux_percentile_ratio_mid65,flux_percentile_ratio_mid80,small_kurtosis,pair_slope_trend_last_30,poly1_t1,poly2_t2,poly2_t1,poly3_t3,poly3_t2,poly3_t1,poly4_t4,poly4_t3,poly4_t2,poly4_t1,magnitudeRatio,lombScargle,rcb,ObsCount,Class
TranID909160120034110694,0,-0.29020599580706724,0.5963326579573974,0.15052031444722047,0.3465346534653465,0.734127346223292,0.6266957624967789,15.857961607684011,1.3693000000000008,0.4583256347416919,0.2079207920792079,0.5445544554455446,3.1137699362896996,1.3386218337088431,0.10804248684299009,0.18403298935645973,0.3216808273094529,0.4902345769523773,0.6302651598933646,-3.0921459492888066,0.5,-3.1380623273231035e-05,1.5463983280429276e-07,-2.830935361258906e-05,9.850118471612277e-11,1.641197070923911e-07,-0.00019318725790720378,-2.9616633364541523e-13,7.174567684532359e-11,8.011575233290916e-07,-0.00017371008152396858,0.9504950495049505,129.00089134149755,0.22772277227722773,101,SN
TranID1107011040034131568,0,0.2967142361270679,0.5021206974475156,0.4023371113306413,0.29891304347826086,0.9506171402752928,0.7456254619387512,11.325366979275778,1.4193999999999996,0.3927454040642722,0.20652173913043478,0.4782608695652174,2.0998448867313226,1.0104550978489126,0.12897089666771056,0.2894098483864553,0.44550368843190463,0.6270769000554606,0.7993536637597172,-3.04981482605792,0.5,-0.00013583565763041877,1.1276435063768779e-07,-9.128972925023953e-05,1.4025323658472895e-10,1.9240968550331326e-07,-0.00028802063208517874,-4.3073907914204377e-13,-1.702395618107645e-10,1.0298198325353653e-06,-1.966507289828421e-05,0.9184782608695652,8.116822367373617,0.02717391304347826,184,Blazar
TranID1511181120024103505,0,-0.11888361379055276,0.4095838726035876,0.9563912272584325,0.28761061946902655,-0.03229521420586098,0.6814552028713001,14.664620882239799,1.463849999999999,0.32079266191557626,0.2079646017699115,0.5132743362831859,3.8083921792246245,0.8466132312704696,0.164968325278961,0.26499661517968254,0.36935054171908915,0.4874621805307175,0.6840591449527927,-3.040418802049968,0.5333333333333333,-5.6741831139535957e-05,-2.5644975395809603e-08,-5.408149782276515e-05,5.375766500927208e-11,-2.9496286808442007e-08,-0.00013948074722600076,-5.752528271994992e-14,5.754667966751537e-11,9.308448937060838e-08,-0.00014044949197213028,0.9867256637168141,379.3493001757522,0.0752212389380531,226,Flare
TranID1209251120034120839,0,-0.41519772045259773,0.6045996033075399,0.3945326861174405,0.3469387755102041,0.898142558538773,0.5962412155012291,12.012222583451859,1.5211000000000006,0.4531020408163265,0.19727891156462585,0.4965986394557823,4.197087155122985,1.8493991366878773,0.08334041079041554,0.1505927119216172,0.26051032677353847,0.39501161221640224,0.7756752068912369,-3.0626436781609194,0.4666666666666667,-0.0002451893230959751,2.980363507905854e-08,-0.00024090238262485187,3.4187660231951594e-10,1.7610891541035937e-07,-0.0007131147105532993,2.405219366702182e-13,4.3268955898207437e-10,-2.899786273060898e-07,-0.0007715263240459363,0.9115646258503401,9.928997943991549,0.16326530612244897,147,SN
TranID1011111150034118129,0,-1.8550833668807445,0.998042715611986,5.610409897013856,0.22727272727272727,-0.2882882567663478,0.5632055841915365,4.677342295807142,2.340250000000001,0.6555706611570258,0.13636363636363635,0.5454545454545454,23.617218620785934,2.252580468575229,0.09895074447196535,0.13027603379364394,0.2549718758483939,0.4294255223106818,0.680658295781884,-3.481578947368421,0.4,0.0003869870552655288,-2.5793729551766327e-08,0.0003715215169755181,6.207246477103429e-10,5.54972624947851e-08,-0.0007308753998430564,-4.398352888892214e-13,2.735017953189702e-10,9.250571349187896e-07,-0.00025964763618084585,0.9090909090909091,746.1739192485121,0.3181818181818182,22,SN
TranID1110061260014124074,0,0.04105637264546239,0.49501962905028307,-0.17053870904440016,0.35611510791366907,2.8940150569724077,0.8367052560350673,14.979892325803663,1.7533000000000012,0.41723041768024466,0.1618705035971223,0.5,4.468396536209953,1.0331539282414692,0.20026531583598983,0.4021766626352014,0.5491467012548407,0.7056925164235488,0.8492166291590262,-3.0327667984189723,0.43333333333333335,-0.00047152139691019587,1.2620654986499465e-08,-0.00047001468528617697,1.2311604427132406e-10,2.7915347551560615e-08,-0.0006553401376654828,1.4917199769097069e-13,1.4984648238243654e-10,-2.8696269099945646e-07,-0.0006791989871040784,0.11510791366906475,4215.74898371342,0.0,278,AGN
TranID911201400014137919,0,-0.6335163092202856,1.663611178544115,-1.207760852176702,0.6434108527131783,8.699445938659448,0.673289360356212,7.99766294719838,2.7479500000000003,1.4777665284538206,0.12403100775193798,0.4806201550387597,37.62246604166863,25.941237757322146,0.018211514280401703,0.0972260598654971,0.5083296827199798,0.5864874673507402,0.7572671021079527,-3.071616047994001,0.43333333333333335,-4.029624665062884e-05,2.660640612846194e-07,-8.115917589000528e-05,4.0451501303950625e-10,1.9528400776301839e-07,-0.000730571717808471,5.416191524087823e-13,1.8369513320326611e-10,-9.203626504258986e-07,-0.00047766995315871657,0.6356589147286822,9.328995271446956,0.08527131782945736,129,CV
TranID1309120090054121750,0,0.4396279027487195,0.5569539822467898,-0.2752192418834012,0.3333333333333333,0.9527479468393565,0.7958471493380493,9.122708377112737,1.3004500000000014,0.4558121268082491,0.13450292397660818,0.4853801169590643,1.6833665395267006,1.0427258608422727,0.19786003937681632,0.3128927846457809,0.42042637752860057,0.5263217180873401,0.7613516269577429,-3.0536770921386305,0.5666666666666667,-9.726768929982238e-05,-3.971166886184696e-08,-9.820489699707622e-05,-1.5354817429953166e-10,-5.482689077478333e-08,0.00014774689216203116,2.309388650816873e-13,-1.0516676094656218e-10,-5.612298765209073e-07,8.87760275049955e-05,0.8713450292397661,521.0437437154382,0.06432748538011696,171,Flare
TranID1109200090054128813,0,-0.2876309439136826,1.364647681198192,-1.5390918480675122,0.5,7.377134856189308,0.7184248126598919,9.699204181224298,1.9665499999999998,1.2445291992187495,0.078125,0.5,10.936588725560942,9.795454052563011,0.13424332639887332,0.3949188248271305,0.4708461818631005,0.7386062090675021,0.9592072825840302,-3.148334214701216,0.5333333333333333,-0.0008613961364226346,5.309323960934345e-07,-0.0005369854927540372,1.5003475257992218e-09,1.6090768340182758e-06,-0.002183004797758867,8.127877778366003e-13,2.3173912709842536e-09,2.3174177741713667e-07,-0.002887628098550555,0.609375,323.96346615028864,0.328125,64,SN
TranID1212051210064142482,0,0.17940045973349505,0.5324458286572875,-0.2710991701161083,0.3409090909090909,0.8433331748177256,0.7469857482736554,6.345373526108648,1.2759,0.4292181818181819,0.14772727272727273,0.4772727272727273,1.8868502016462243,1.039411918532557,0.15494459614836265,0.32851487315152184,0.44704319578236323,0.6167771407179582,0.8112746927424864,-3.1062927496580026,0.4666666666666667,-0.0003738188296176305,1.7583496618833978e-07,-0.0002158076553490674,6.613887022452493e-10,1.1745564014280111e-06,-0.00040081175942009484,6.558913391524004e-13,2.0893621899867225e-09,1.3397691650112606e-06,-0.00098776975394043,0.9772727272727273,1320.5858244455346,0.20454545454545456,88,AGN?
