ID,copy_num,skew,std,kurtosis,beyond1st,stetson_j,stetson_k,max_slope,amplitude,median_absolute_deviation,median_buffer_range_percentage,pair_slope_trend,percent_amplitude,percent_difference_flux_percentile,flux_percentile_ratio_mid20,flux_percentile_ratio_mid35,flux_percentile_ratio_mid50,flux_percentile_ratio_mid65,flux_percentile_ratio_mid80,small_kurtosis,pair_slope_trend_last_30,poly1_t1,poly2_t2,poly2_t1,poly3_t3,poly3_t2,poly3_t1,poly4_t4,poly4_t3,poly4_t2,poly4_t1,magnitudeRatio,lombScargle,rcb,ObsCount,Class
TranID1409030010044114444,0,-0.28759767385215323,0.6814711958470662,-0.5529469101878934,0.3076923076923077,-0.562822209656114,0.7079715735463079,7.1240738087714615,1.1213499999999996,0.5442224852071007,0.15384615384615385,0.46153846153846156,2.446354913081742,1.7417158278738536,0.1425873389305219,0.2939641910901452,0.32102051749572325,0.5485772796912306,0.7435842450687485,-3.9272727272727272,0.2,0.00011576155028305943,-5.804009343709233e-07,0.0002244549480887057,1.7740411302342665e-10,-5.675864402288481e-07,-2.5162040870663655e-05,-3.6779126336856404e-13,2.5739131283114835e-10,1.3939484535620912e-07,-0.00011671566357667844,0.9230769230769231,145.24668670437163,0.38461538461538464,13,SN?
TranID801010040034114166,0,-0.458774119224782,0.6864598221645272,-0.5901385826250389,0.38461538461538464,0.9228816577662107,0.7388951036953351,11.753693394952167,1.2758500000000002,0.5806538461538465,0.07692307692307693,0.5769230769230769,3.7270998421348236,1.476201207534171,0.3010128761121615,0.4175793264717952,0.4990064797031709,0.7646899518393749,0.9451860738569702,-3.3967391304347827,0.5,0.00023945484187147032,1.725760285510754e-07,0.00022527489265991623,-3.7949822243201643e-10,6.137723009691589e-09,0.0006903797531970493,7.18556966184444e-13,5.664993334354933e-12,-1.531307502757649e-06,0.0003567094033562477,0.9615384615384616,363.6767323795467,0.34615384615384615,26,Var?
TranID1509181070024115810,0,-0.1923521042895995,0.5567006306599654,0.2175330944307552,0.31724137931034485,0.5992811423625396,0.6582660422522129,19.64574569969463,1.516350000000001,0.4318516718192628,0.1793103448275862,0.496551724137931,4.028981060035314,1.454930059726234,0.10353436298367019,0.2066535898536127,0.31265247960094816,0.4784688312214461,0.7335550671928287,-3.0635280212745,0.6,-0.0002559833273826865,-1.306989685875855e-07,-0.0002939744345912256,-2.9124309642151384e-11,-1.4610071802642987e-07,-0.0002535306762245607,-1.848728240402852e-14,-4.261212657179015e-11,-1.0774348914948095e-07,-0.0002394065838432821,0.9655172413793104,405.3153920931361,0.16551724137931034,145,AGN
TranID1409251070034124903,0,-0.37032006235480497,0.7937354415371691,-0.16152998373383332,0.3684210526315789,0.16455016928991836,0.6574503002008066,7.25346112326925,1.7167499999999993,0.6300135734072019,0.10526315789473684,0.42105263157894735,5.602330638542668,2.0981273316758973,0.1252899471934515,0.2406934723671563,0.3156063728676537,0.5561216933233788,0.8253305827430834,-3.2595238095238095,0.4666666666666667,-7.737354912264362e-05,-2.5035507857033355e-07,-0.00018308381654008352,-9.974725294838838e-12,-2.585531952850616e-07,-0.00017080152060106092,1.0925597030107086e-13,1.0803963559504169e-10,-4.2944963769978625e-07,-0.0002658038841317739,0.9210526315789473,258.58870564672577,0.34210526315789475,38,SN
TranID811231070034125394,0,-1.4083741441970892,0.8450892697798581,2.556975371285409,0.336734693877551,2.9782712727475977,0.48626799644989993,25.815602103471864,2.2481500000000008,0.5827431209218401,0.13945578231292516,0.5034013605442177,15.188210712280231,6.355428571637122,0.0396298234962413,0.06598576211174995,0.09842158353324128,0.13373863493636262,0.35053593989321025,-3.0309631407993223,0.5666666666666667,0.00012901635603427202,7.59930578258654e-08,0.00013273344187765047,2.983807743798471e-10,8.5956665154644e-08,-0.00029242733954825583,-6.650793930111799e-14,3.0367420529129053e-10,2.2099588267631417e-07,-0.00030214155429418674,0.5408163265306123,77.93379416506933,0.01020408163265306,294,CV
TranID1111191120034144818,0,-0.696812645552904,0.6558799127539511,0.6562615796272997,0.37272727272727274,0.4731837589815177,0.5788898196392911,92.9894439602563,1.6570999999999998,0.5047613719008263,0.13636363636363635,0.4681818181818182,5.291650330261991,2.6303376512576353,0.09172146073383085,0.15508411153607285,0.2324573889282035,0.3209789880640055,0.4708055285543541,-3.041538071280599,0.4666666666666667,-6.906952430736552e-05,5.592424918375327e-08,-6.820182007286673e-05,2.6812528972209843e-10,6.725786884118223e-08,-0.00047479890900358124,2.9073927332290637e-13,2.859642712794897e-10,-5.452715706534153e-07,-0.0004929687561138605,0.9227272727272727,7.2911353310422955,0.20909090909090908,220,SN
TranID910261230034129795,0,0.8267011485800806,0.7685833396189813,0.3991239723343978,0.2852664576802508,3.414617511937123,0.8222691003232921,9.971163688564697,2.0625,0.620888837570386,0.11598746081504702,0.4952978056426332,1.9834584919456013,1.144895393398158,0.18085487231133693,0.33501739851390216,0.4696462707712017,0.6358261426111548,0.7954729940919599,-3.0285109611468273,0.5666666666666667,0.00012131741584773066,1.833311920384023e-07,0.00010549673557562647,4.0828512664917e-10,1.8555821663196926e-07,-0.0005058704803695118,8.70280340236184e-14,4.01054968649017e-10,2.7113021304784195e-09,-0.0004965702395685575,0.23197492163009403,819.4084265453245,0.012539184952978056,319,Var
TranID1210061380014126444,0,-2.7769486622476625,0.6678856017842335,13.413351759787114,0.19330855018587362,1.1342089786271181,0.43048978555233114,21.246083325104692,3.196650000000001,0.3991242133193291,0.21561338289962825,0.516728624535316,85.23429158784772,2.020868685653801,0.07733968380213514,0.11464036256388005,0.16775769625760334,0.27161500374602626,0.42005722948941504,-3.0338768268987075,0.4666666666666667,-0.00011730536097721129,-3.0343888979943564e-07,-6.753822796300225e-05,-2.6082804561465522e-11,-2.9912525332602107e-07,-2.7680059056327736e-05,1.608838225913839e-14,-3.2725969385596555e-11,-3.3260671701474887e-07,-2.000831181116461e-05,0.7360594795539034,5894.096565323809,0.007434944237918215,269,CV
TranID1101151380034121388,0,-0.5997733695658085,0.828632955772721,1.3967035705356694,0.27007299270072993,4.067632442752248,0.5942956535454231,16.679893702877433,2.4101999999999997,0.5961933294261819,0.13138686131386862,0.4927007299270073,9.84375750161238,4.458981180141825,0.06086778263283223,0.09893376428889962,0.14894460992071581,0.19625760428680794,0.39736487484779415,-3.0332510310397223,0.6,-0.00012789867965077255,1.1081918839055132e-07,-0.00013959475728900098,-1.5256753780541368e-10,1.2895036749584275e-07,0.00010034507742201649,4.0680432651104074e-13,-2.7067510403972773e-10,-7.440734433461222e-07,0.0002402083991416291,0.08759124087591241,64.55203845860612,0.0,274,CV
TranID908170010054101101,0,0.12195812963981933,0.5884308613160705,-0.933934325497868,0.35443037974683544,0.82359763843587,0.7865228628364389,9.067148928463293,1.1515500000000003,0.4888143246274633,0.1518987341772152,0.5063291139240507,1.6003990577402216,1.2137618454565888,0.14850048092666882,0.3174546204659713,0.4804337297760617,0.6801357904099133,0.8391831465966707,-3.1189336978810664,0.5333333333333333,-0.00010343371378609579,4.041230696867976e-07,-0.00016667187171989737,3.511768937076481e-10,3.756128081341564e-07,-0.0005954183738394975,-5.517047910856347e-13,3.861074288107836e-10,1.3972529988761083e-06,-0.0006164952931635943,0.9873417721518988,2256.1389238247702,0.22784810126582278,79,AGN
