ID,copy_num,skew,std,kurtosis,beyond1st,stetson_j,stetson_k,max_slope,amplitude,median_absolute_deviation,median_buffer_range_percentage,pair_slope_trend,percent_amplitude,percent_difference_flux_percentile,flux_percentile_ratio_mid20,flux_percentile_ratio_mid35,flux_percentile_ratio_mid50,flux_percentile_ratio_mid65,flux_percentile_ratio_mid80,small_kurtosis,pair_slope_trend_last_30,poly1_t1,poly2_t2,poly2_t1,poly3_t3,poly3_t2,poly3_t1,poly4_t4,poly4_t3,poly4_t2,poly4_t1,magnitudeRatio,lombScargle,rcb,ObsCount,Class
CataID1112021056680,0,1.654543592892469,0.21143039230540364,4.943505932933027,0.20175438596491227,0.09614874255459617,0.7451718055123636,8.833333333333323,0.7699999999999996,0.14342156560993036,0.5467836257309941,0.4824561403508772,0.6232962010160906,0.23538087173553898,0.08517270706239721,0.20862371743147193,0.3083626862366483,0.4808718266289259,0.7171254664770909,-3.026574700676731,0.5333333333333333,2.034413511004196e-05,-2.6502102305827533e-08,1.748444398207537e-05,3.174950287429539e-11,-1.9116408572728476e-08,-2.1573656167491346e-05,-1.943613756743076e-14,2.447223619383857e-11,1.679037747450395e-08,-1.5129319721856383e-05,0.005847953216374269,4.123306208829703,0.0,342,non-transient
CataID1135078053442,0,-0.3821009395207421,0.38659735687129215,-1.2733468410879358,0.5,0.07136780711931034,0.8078003944410589,0.10076582023377455,0.5800000000000001,0.3264197530864201,0.16666666666666666,0.5,0.8280808315118701,0.7997195313361662,0.1629783122665855,0.33410034728885973,0.6313766853379004,0.8344970263329063,0.947033109243888,-3.6125,0.3,-0.0002062648792177649,-7.280849059782718e-08,-0.00022884290147823835,4.705434027182923e-11,-5.1300186326906016e-08,-0.0003057444767378658,1.3025629575389476e-13,9.382469288636493e-11,-3.081483878870164e-07,-0.0003145351870594092,1.0,128.89705859030875,0.7222222222222222,18,non-transient
CataID2001181028563,0,2.9154641301013164,0.2526335940328554,12.729264477131178,0.15555555555555556,0.4588827951445925,0.6783813081006796,6.642512077294687,0.8949999999999996,0.14438024691357818,0.6333333333333333,0.43333333333333335,0.7271022217191959,0.265332193172074,0.07675755389715928,0.13946961050818443,0.21804273015313752,0.391752468526123,0.6355967676373978,-3.1038401253918497,0.4666666666666667,1.6080809012247844e-05,3.75215953833473e-08,1.4312769186257078e-05,1.3749977975492662e-12,3.781221427139327e-08,1.2586880752330274e-05,-1.1494783122270798e-13,-3.6951540806130465e-11,2.2300220492435252e-07,4.972817845510851e-05,0.9888888888888889,39.37577435508361,0.011111111111111112,90,non-transient
CataID1107045068820,0,-0.22599798401056267,0.5594677770420626,0.1374588173132607,0.32,0.12412745890542368,0.6845546168536141,9.689922480620158,1.5250000000000004,0.44538240000000057,0.152,0.48,4.152286445817554,1.5072806088641422,0.1346586682525548,0.22334365390115388,0.3596232322067405,0.4487817822117222,0.7355560939223733,-3.073970411835266,0.5666666666666667,-3.389484130363904e-05,9.30443640317356e-09,-3.415621985070344e-05,2.1892746638471104e-10,1.9425726631793383e-09,-0.00033645915443718114,-8.871702682848717e-14,2.3527344138574743e-10,1.8248271635343152e-07,-0.00035696555592387345,0.984,54.34938073555166,0.296,125,non-transient
CataID1104072030716,0,-0.08614499640292099,0.17830525209132544,6.084502554534447,0.23733333333333334,-0.029541668475571506,0.6819668890575342,110.5072463768115,0.9699999999999989,0.12552533333333335,0.5893333333333334,0.49066666666666664,1.7542287033381603,0.2589254117941676,0.13602467980494184,0.26092148418225847,0.3485091675338299,0.5181721249452577,0.7223466180126138,-3.02421516907377,0.5333333333333333,4.8537664413716625e-06,1.7295364723170708e-08,6.193290190905893e-06,9.524269348300775e-12,1.807651236662269e-08,-6.965447292849614e-06,-3.3791192199961813e-14,4.20155800793285e-12,8.616844814876062e-08,-1.641396777694142e-06,0.09333333333333334,114.29054638783279,0.0,375,non-transient
CataID1146056017932,0,1.2681363692162173,0.26938400276439084,4.909033396386864,0.23756906077348067,0.07687839037609542,0.7466634032974543,14.90344248530648,1.0150000000000006,0.18820609871493585,0.4530386740331492,0.5303867403314917,0.7864875748520535,0.39315680294530647,0.11175832680796792,0.2093174866478602,0.33915271150379134,0.4732783263113498,0.7387419282919013,-3.050655953800766,0.4666666666666667,-9.464544108117251e-06,-2.48538562443711e-08,-1.1330071007435266e-05,-5.760576937444795e-11,-4.469540367678846e-08,7.328317056298558e-05,1.993386911957636e-14,-4.417623234438743e-11,-8.152249202758772e-08,5.870885414753127e-05,0.8232044198895028,6.926467753366407,0.0055248618784530384,181,non-transient
CataID1107027057749,0,-0.715296915201712,0.10804415977537155,3.5752566362640192,0.22926829268292684,0.05127191675911449,0.7353615171224651,10.501355013550212,0.5050000000000008,0.07836287923854907,0.7609756097560976,0.47073170731707314,0.706082389003126,0.17545107556739353,0.11790938964614395,0.23585878961210677,0.3461363733910632,0.4720377432479652,0.7088574595346129,-3.022131088307559,0.43333333333333335,1.048757729916231e-05,7.481379727989365e-09,9.251883917931708e-06,-7.87687075807943e-13,7.715938950400536e-09,1.0357190293294532e-05,1.3344662702722924e-14,-6.8207482184890516e-12,-1.8654544642618867e-08,1.6104028143260983e-05,0.0,5.668976419372407,0.0,410,non-transient
CataID1129059008384,0,0.3270912809353155,0.09059374014229912,2.6210111541956316,0.21818181818181817,0.04841281016833132,0.7127155274272017,15.993265993266027,0.34999999999999964,0.06330027548209317,0.8181818181818182,0.4727272727272727,0.3551894123510366,0.1646744753307363,0.09844057426228946,0.16407690242130224,0.2637711510766495,0.40896421689197593,0.6602112390253861,-3.0275509062430075,0.4666666666666667,8.866347261017555e-06,-2.2153376670417127e-09,8.983342427796525e-06,7.43394802643936e-12,-1.289761453567057e-09,-1.9174730330579876e-06,-2.469829639208282e-15,6.914584182695109e-12,3.791703344481119e-09,-1.3109293720379802e-06,0.0,5.4233349229374355,0.0,330,non-transient
CataID2125094002288,0,-0.5146837987239377,0.05171880515002265,1.525549306962076,0.27044025157232704,0.07933205018205115,0.758647434961706,8.720930232558125,0.1750000000000007,0.03874292947272622,0.9433962264150944,0.48427672955974843,0.20226443461741192,0.097492754926631,0.11518073550078277,0.2303712418950147,0.34558129090503587,0.46082065591100757,0.6914264406951149,-3.0578147966683,0.4,-8.18773006990734e-06,-1.276408362666155e-09,-8.003996765572255e-06,-1.4288020968547693e-11,2.363330193016097e-10,1.3141287739190529e-05,1.64650831885209e-14,-1.9229385380446202e-11,-3.085078800727108e-08,1.8370454556830573e-05,0.0,15.961279667590063,0.0,159,non-transient
CataID2100180002143,0,0.589544395640533,1.7126226233470117,3.4807574852464,0.25,-1.6556258570263733,0.5537896119309406,18.893893893893885,4.110000000000001,1.1306249999999995,0.125,0.5,29.603731688859074,9.732954316604594,0.046842552588612696,0.10220876268011964,0.14603269070604316,0.25780492592471566,0.3281602567868741,-3.708791208791209,0.26666666666666666,-0.0003854604109347,9.729267629193063e-08,-0.0003821489307110257,2.596151554640013e-09,-6.653976999324466e-07,-0.002402872534302683,1.6202738714699685e-12,2.273935092638703e-09,-2.575875048454578e-06,-0.002310605180660586,0.75,378.0783754385949,0.25,16,non-transient
