ID,copy_num,skew,std,kurtosis,beyond1st,stetson_j,stetson_k,max_slope,amplitude,median_absolute_deviation,median_buffer_range_percentage,pair_slope_trend,percent_amplitude,percent_difference_flux_percentile,flux_percentile_ratio_mid20,flux_percentile_ratio_mid35,flux_percentile_ratio_mid50,flux_percentile_ratio_mid65,flux_percentile_ratio_mid80,small_kurtosis,pair_slope_trend_last_30,poly1_t1,poly2_t2,poly2_t1,poly3_t3,poly3_t2,poly3_t1,poly4_t4,poly4_t3,poly4_t2,poly4_t1,magnitudeRatio,lombScargle,ObsCount,Class
TranID1209210010044118805,0,-2.355342767748949,0.788365140234611,10.041945885143894,0.35294117647058826,0.9416451986833483,0.32260009589850097,12.945257645449825,2.569600000000001,0.5109988754325258,0.17647058823529413,0.5588235294117647,39.69485435471413,1.8155587606090724,0.11227199421377528,0.19594401783871632,0.2744530220105455,0.33205038245937557,0.4810080499550803,-3.139160839160839,0.6333333333333333,-0.0002155341220785809,-1.362331054687426e-07,-0.00018629857528654323,1.4183967337860293e-10,-1.50525451872399e-07,-0.0003875180605984448,2.7441515715743767e-13,4.1500617014474064e-11,-7.297053691879013e-07,-0.0002686969053121931,0.9411764705882353,65.22507439669401,68,Flare
TranID1309120150014104855,0,0.17031323382354954,0.5379835907642759,0.12372085720330928,0.34065934065934067,0.7277186221076442,0.7158698531702853,8.397435761712094,1.2518999999999991,0.4144488588334739,0.1978021978021978,0.5164835164835165,1.8758087448910015,1.315689173780047,0.10554222874132203,0.21452708847787255,0.3104281750378498,0.4519488060594764,0.6961318486041874,-3.102655771195097,0.5333333333333333,-0.0002365087660591691,-1.7253208563054614e-07,-0.00025735596963607506,1.0497196212751065e-10,-1.512307094960276e-07,-0.0004412258009209266,1.7903560913751648e-14,1.1257726097119359e-10,-1.9041913952069257e-07,-0.00045072485002955857,0.9010989010989011,382.8497346606092,91,AGN?
TranID1208280210014111715,0,-0.6992902878153044,0.34688000358525,-0.7256503941309593,0.3828125,2.2379191615950043,0.8030989403070733,2.191210450493529,0.6707999999999998,0.2907791992187502,0.2734375,0.5546875,1.3071711678031332,1.095120147808907,0.13766846701894597,0.21832742624410462,0.4187581170655221,0.6417851286764553,0.8268973677617745,-3.0721904761904764,0.5,1.742366263941079e-06,1.158072338303209e-07,5.843184004241993e-06,6.469024057790804e-11,1.2810367350953494e-07,-7.741328240369431e-05,2.2635779760286507e-13,1.2831304925522716e-10,-3.057779417184596e-07,-0.00013270712388116062,0.0,41.1294686729449,128,Var
TranID1209141090024103854,0,0.8535442459933511,0.4720812400361407,0.2529622649364289,0.23809523809523808,0.5411210884930584,0.8231865430420229,7.393741820493028,0.97865,0.37327256235827694,0.15873015873015872,0.5555555555555556,0.862601721442036,0.6602902618398813,0.21409285831561348,0.3024781377990626,0.41139798401648997,0.5964730538491833,0.7750518644043931,-3.1508196721311474,0.6333333333333333,-0.0003777280598651403,2.2153579467618418e-07,-3.021952058404196e-05,3.823277700683541e-10,9.692479250387141e-07,-0.00014453776299712658,4.989928604191519e-13,1.8853792506865555e-09,1.546589410586248e-06,-0.0008733544966207374,1.0,1550.4785746162047,63,AGN?
TranID1011071210024138139,0,-0.032158544298321864,0.8926311023542203,-1.2236712092624833,0.42857142857142855,2.554482736562671,0.7627610206262071,7.00053057746204,1.4443000000000001,0.7755071428571431,0.0,0.5,2.6441121026017895,2.0868839560401433,0.24898929684217133,0.3819032311724607,0.4779015881728935,0.566698693163924,0.7897897894894917,-3.840909090909091,0.23333333333333334,0.00015996469959416362,9.40776229324574e-07,0.0006990043525127708,-1.6374480676034971e-09,2.087825029995003e-07,0.0028258366871519885,3.811686816071706e-12,-2.2694625269894183e-09,-6.1989508426545765e-06,0.005841239919919494,0.7857142857142857,167.45291128823513,14,CV
TranID911191210024141794,0,-0.7495883035009246,0.3291654435119871,3.7339018617891746,0.2328767123287671,0.3111163574008509,0.5990653204281602,16.303047218647674,1.3087999999999997,0.22639664336648538,0.386986301369863,0.4897260273972603,2.8213775184406242,0.6411079323340011,0.07940073839366167,0.1669889718582722,0.27704962473409306,0.41051698731015424,0.6320886535482433,-3.031177663763274,0.5333333333333333,-3.234804756457274e-05,4.415608240595119e-08,-4.273266959334661e-05,3.074874236378525e-11,3.630575288904398e-08,-9.004891712363074e-05,-1.6065497249038413e-13,9.247814147663109e-11,3.723620445553556e-07,-0.00014689437183356644,0.3013698630136986,1963.3046612652686,292,SN
TranID909181260024124094,0,-3.4916530331954116,0.8622882228670246,13.271177059337113,0.0970873786407767,4.819700692879811,0.40610692867197534,15.959258369854382,2.5420000000000007,0.47971532975146997,0.2783171521035599,0.4886731391585761,55.0583098880361,2.0939827739050187,0.058488087119043006,0.11932104565090265,0.19452323531911475,0.3138056682272344,0.49701072635335564,-3.0294436993038256,0.4666666666666667,-6.370969879483985e-05,1.5630000747676829e-07,-6.445876362111057e-05,4.4967435663819876e-10,1.2946588134603739e-07,-0.0007480806979383209,2.7164396929055023e-14,4.470183020669166e-10,7.17229552884291e-08,-0.0007450754530750348,0.0,3.8520063456474367,309,CV
TranID1011111320024146366,0,1.0710891070685737,0.939583715903103,0.38778670615371835,0.23076923076923078,1.7407614497152235,0.8220090278081255,10.838961077036942,1.799949999999999,0.7165897435897435,0.10256410256410256,0.46153846153846156,1.6577859423019135,1.0455138779281914,0.1448490480584017,0.2856160584296944,0.4184457920091083,0.6094069997306713,0.9358304267878382,-3.2522522522522523,0.4666666666666667,-0.0002252042294111405,-1.0929166432501531e-07,-0.0002342335221020579,4.248945372563912e-10,-9.14474164779912e-08,-0.0009129958054167704,-1.531160881963322e-14,4.232220703304387e-10,-5.8607745078480335e-08,-0.0009112233766057379,0.38461538461538464,55.08884799605789,39,CV
TranID1011141010084122106,0,-1.94956768774285,0.05635507833588698,10.981277599434849,0.23404255319148937,0.07369287287903457,0.6918786553611685,2.1162852422202016,0.27615000000000123,0.03961256979025185,0.9645390070921985,0.5,0.46946749368873436,0.08334827641025618,0.1449289731886732,0.24542995660101222,0.3822345940383528,0.5368119843728164,0.7493106721738513,-3.0322964669738863,0.4666666666666667,1.7524730270527456e-06,-8.010819288619628e-09,2.4776406879643797e-06,2.5670689399425546e-12,-8.333294089231351e-09,-1.3535714989461e-06,8.703922093852485e-15,7.29164362217404e-13,-2.6345176778494616e-08,4.821696823583494e-07,0.0,10.39644048607894,282,Flare
TranID1309151070074113180,0,-0.414139123576553,0.5582550309501072,-0.6806613130063401,0.4117647058823529,0.3967258361916442,0.7364195218773877,4.230363433544261,1.0832999999999995,0.4722351211072662,0.11764705882352941,0.47058823529411764,2.4269568007875733,1.555621921377251,0.19344565298925706,0.34137477547171985,0.4420531411857379,0.5913606939660644,0.7723906123985333,-3.2933467741935485,0.4666666666666667,-0.00018336254243147407,-3.573522285539304e-08,-0.0002094923486668161,-2.8947690267516725e-10,-4.011532925680413e-07,3.744135396781419e-05,-4.818912126767616e-13,-1.0313831115968281e-09,1.045275946368941e-07,0.0005182930276118814,1.0,54.469705147642735,34,AGN
