ID,copy_num,skew,std,kurtosis,beyond1st,stetson_j,stetson_k,max_slope,amplitude,median_absolute_deviation,median_buffer_range_percentage,pair_slope_trend,percent_amplitude,percent_difference_flux_percentile,flux_percentile_ratio_mid20,flux_percentile_ratio_mid35,flux_percentile_ratio_mid50,flux_percentile_ratio_mid65,flux_percentile_ratio_mid80,small_kurtosis,pair_slope_trend_last_30,poly1_t1,poly2_t2,poly2_t1,poly3_t3,poly3_t2,poly3_t1,poly4_t4,poly4_t3,poly4_t2,poly4_t1,magnitudeRatio,lombScargle,ObsCount,Class
TranID1310250040014131234,0,-1.4127390865216212,0.6563242522407033,3.1595009496758557,0.2972972972972973,1.7007253110056866,0.4921238879945957,13.227208505626042,1.881400000000001,0.45442858144631104,0.21081081081081082,0.4864864864864865,7.69841251753655,2.1965416005102485,0.06602277351675724,0.15555814919990563,0.20233484491263323,0.29849810789819375,0.5411627244511955,-3.049540623311115,0.36666666666666664,-0.0003330977597193879,-2.728069596962007e-07,-0.00029550794827677137,-2.623619834335092e-10,-2.758503870567364e-07,0.00011190331155044056,-2.9525952886628563e-13,-2.4671106488132384e-10,4.1976846116171154e-07,9.525026288209982e-05,0.8324324324324325,30348.18322326515,185,SN
TranID1011080040044131101,0,-0.7949687658715078,0.7536661220490077,-0.15577212187487177,0.43902439024390244,0.9841495279501592,0.6273760075271038,5.1664130280528555,1.4633500000000002,0.5985224271267102,0.12195121951219512,0.4146341463414634,6.001643593729747,2.9148939318590066,0.09686796458735353,0.16751354839048976,0.21481969999460682,0.627403081494086,0.9346418487557435,-3.2388663967611335,0.43333333333333335,8.715915515005607e-06,3.4787516385951977e-08,1.9565555503863872e-05,4.323232510032968e-10,2.069247176935118e-07,-0.0006451330222734443,-6.340533605204167e-13,9.526600865721127e-12,1.4284766830881145e-06,-0.00024049605962729828,0.8780487804878049,469.65874861290405,41,SN
TranID909190070024118250,0,-0.3505461778780992,0.7322341649826347,-0.30564106594721574,0.3333333333333333,1.648216669906077,0.6984816510528226,8.733456216073732,1.4893999999999998,0.5795831111111116,0.1,0.5666666666666667,4.11763843615719,1.878647656696514,0.12987384435157076,0.18524185787489617,0.4030241740040596,0.6672558887541289,0.8507315216662783,-3.3373015873015874,0.5666666666666667,-8.119129223107712e-05,4.986181389193539e-07,-6.904005721534785e-05,-1.467335098124986e-10,5.459100873387116e-07,0.00011518602137356254,-1.3463397142320608e-12,2.0981498013638642e-10,3.312513855853446e-06,5.623042498920785e-05,0.9,304.43311269248466,30,SN
TranID711020090024109055,0,-0.29001876563453677,0.9950317693649051,-1.619598702076125,0.5,0.7602669978221844,0.7663608472857364,4.519084520941273,1.4053499999999985,0.8802708333333328,0.0,0.5,4.7004502194069655,3.5674228372968075,0.31094672371990706,0.4826800807452826,0.5390537103749045,0.6601315024277419,0.7582336003621707,-4.033333333333333,0.2,0.00036728693861473897,3.2587356355352534e-07,9.854348501630702e-06,-1.1200818521215064e-09,2.110618978055969e-06,0.0008969625767800294,4.925233322388497e-14,-1.2074437902399854e-09,2.0579377176105407e-06,0.0009491312563992099,0.75,130.86038680555674,12,SN/TDE
TranID1511121090044121320,0,0.5856534759850215,0.37419284974770156,0.4320806367489074,0.3092369477911647,-0.052243303848492594,0.7749249097568724,9.453960399885542,0.9969000000000001,0.2888364284447046,0.27309236947791166,0.4979919678714859,1.0137242498623833,0.6230302030655932,0.12300645287353698,0.22729457273373882,0.37764555239824815,0.5778931331744563,0.7686716453867356,-3.036634738817024,0.5,-1.7296843858220475e-05,-5.506129069620257e-08,-2.152472790858595e-05,1.3357128055645599e-11,-5.167325092647079e-08,-4.1945887012890505e-05,3.493312595815837e-14,2.0854166679019403e-11,-1.267152303673637e-07,-4.731953979537071e-05,1.0,6.017648825574098,249,Flare
TranID1512031120014116775,0,-0.3775329764440435,0.4604987956503844,0.9592447775060928,0.21212121212121213,0.0889861244066184,0.7229324584721585,4.950829976956921,1.0970499999999994,0.3596765840220382,0.15151515151515152,0.5151515151515151,2.349654391578278,0.7533973440687753,0.23745371218209568,0.30240911267391873,0.3828984341454188,0.5730107432572681,0.6992821809041116,-3.303225806451613,0.5333333333333333,-0.00017937356322350622,-5.676271728631309e-07,-0.0005276617523913257,3.784102679719298e-12,-5.627063873583379e-07,-0.0005291073871601223,-7.686456936483134e-13,-1.3126802773497002e-09,-4.0618018491274686e-07,4.509608677436766e-05,0.9696969696969697,30.26277008638319,33,AGN
TranID1511301290014130643,0,-0.9967969059700152,0.5435921494836733,1.2670218167759075,0.3546511627906977,1.3300767399719884,0.567174771776943,18.943654132631565,1.5449000000000002,0.39542036235803085,0.2441860465116279,0.5,4.288258655216667,2.0362035935166367,0.06973836945514073,0.1329709967071947,0.1951486948916418,0.2868651242585074,0.5569456057548341,-3.053358858336234,0.6333333333333333,-5.7174063707740335e-05,-2.9119199641168688e-08,-4.949675249069431e-05,1.4922940574887023e-10,-9.086634720930273e-08,-0.0002867417431962858,2.166127849890246e-13,1.2892006612384133e-11,-5.360529680881347e-07,-0.00015081813409793257,0.8546511627906976,11.381328622793255,172,CV
TranID1009101320014148188,0,-0.4755055156755258,2.008207967888808,-1.4029808901232126,0.4939759036144578,9.510661539378814,0.6534537332380767,7.334211069911613,2.7814999999999994,1.777190419509363,0.024096385542168676,0.5662650602409639,27.358287426098787,26.601017535417057,0.0435657280523927,0.10799658425885085,0.6351627166952407,0.785722089597511,0.9190470113585615,-3.112962962962963,0.6,-4.520500177499136e-05,2.6802096908080123e-07,-5.1715230780548895e-05,5.838722673640343e-10,2.2891166048480525e-07,-0.0008701454796477045,1.5244632462180709e-12,5.562546646431858e-10,-2.833981225548086e-06,-0.0008959607787257896,0.5662650602409639,25.85733437222714,83,CV
TranID1011051320024147567,0,-0.4477793408123442,0.46643479293075424,1.8708024731710773,0.27149321266968324,0.3863867504422166,0.6158628392144389,12.446247110883277,1.517900000000001,0.342533273274503,0.22171945701357465,0.5339366515837104,3.6357499254563987,0.9341047877513107,0.12699442043469875,0.22348895875033264,0.3306270777907092,0.5095755699926754,0.7666857525471437,-3.041347241422647,0.5666666666666667,-6.611851994578936e-05,7.29936601831399e-08,-7.24563747180398e-05,1.716697542103783e-10,4.877041934717072e-08,-0.0003244667093562444,-1.034672010429498e-13,2.0227862129305388e-10,2.7134948807673573e-07,-0.0003592823366358971,0.9683257918552036,2350.71755608977,221,SN
TranID1210150150074131189,0,0.22214677823982135,0.5205618999191223,0.11572518648033281,0.2994350282485876,1.5933102356023783,0.780657319068416,8.616087839640802,1.5329499999999996,0.4134661176545692,0.1638418079096045,0.5310734463276836,3.7089057715742686,1.0016980278209202,0.15295476001023817,0.3055476130363999,0.4585085733155682,0.6323173185486295,0.8012362667403871,-3.051822660098522,0.4666666666666667,-0.00042235294287880273,-6.865082414898057e-08,-0.00042663029862859765,-1.099342502891099e-11,-6.88450848710717e-08,-0.0004101458617985122,2.401161937718386e-13,4.7492481400981623e-14,-5.814738687023874e-07,-0.0004213684281774427,0.6666666666666666,9803.247848185685,177,AGN
