ID,copy_num,skew,std,kurtosis,beyond1st,stetson_j,stetson_k,max_slope,amplitude,median_absolute_deviation,median_buffer_range_percentage,pair_slope_trend,percent_amplitude,percent_difference_flux_percentile,flux_percentile_ratio_mid20,flux_percentile_ratio_mid35,flux_percentile_ratio_mid50,flux_percentile_ratio_mid65,flux_percentile_ratio_mid80,small_kurtosis,pair_slope_trend_last_30,poly1_t1,poly2_t2,poly2_t1,poly3_t3,poly3_t2,poly3_t1,poly4_t4,poly4_t3,poly4_t2,poly4_t1,magnitudeRatio,lombScargle,ObsCount,Class
CataID1129003068574,0,0.703289386071697,0.02516504247905809,2.9694439163681308,0.24363636363636362,0.02698019431316559,0.761539239905773,2.1043771043771344,0.09999999999999964,0.01871391735537156,1.0,0.45454545454545453,0.09635052627769773,0.03752841581801374,0.12439797445132308,0.24994698918841443,0.37320447615472335,0.49991518162223014,0.6987725242695945,-3.0331286360698124,0.4666666666666667,4.401691630624222e-06,-4.679411213867856e-09,4.995043732451157e-06,1.4463353996814085e-12,-4.832892589170919e-09,2.701080505010037e-06,-3.724630126531862e-15,2.1901182321107585e-12,3.232114258658275e-09,1.9444667816605085e-06,0.0,10.299505291540248,275,non-transient
CataID2123102011836,0,-0.8038993475394189,0.12548285146788662,4.505891185407034,0.22277227722772278,0.054555165753170765,0.7666694136405874,48.80952542359543,0.5350000000000001,0.0890657778649151,0.7425742574257426,0.46534653465346537,0.8197008586099864,0.21228150834309842,0.1267438328765172,0.21963726122946411,0.32970171209119115,0.43133124470529,0.6861209825153431,-3.0453015075376886,0.5,-3.459124835076934e-05,3.408931861099744e-08,-3.110183359322644e-05,-7.403366201529135e-12,3.480006252244637e-08,-2.088478140606428e-05,-2.1376049567031115e-14,-3.5893555780795977e-12,7.64954883491807e-08,-2.5392374026018917e-05,0.995049504950495,29558.15009999998,202,non-transient
CataID1135078053701,0,0.4276962742721718,0.3351543951724928,0.6406690813669504,0.28618421052631576,0.18497465689520903,0.757153275124311,17.944936086529015,0.9949999999999992,0.25573666897506914,0.28618421052631576,0.48026315789473684,1.2181728987052465,0.6069242134858619,0.11444116377295527,0.23200904645750986,0.3548196623925448,0.5241303702152553,0.7245108391383366,-3.0299333348001145,0.5,-4.9384639723765816e-05,-1.1642813330098492e-08,-4.9264193980428245e-05,-4.949473610318625e-11,-1.675192655929413e-08,2.6013422398230376e-05,-1.1299772822249996e-13,-5.815241422727007e-11,2.212415189384432e-07,3.131519050359818e-05,0.993421052631579,5.679334353552215,304,non-transient
CataID1104082069920,0,-0.4249581114183684,0.4658333333333332,-0.23210583318983824,0.34375,0.06483892435520121,0.708813442634043,9.484563055991622,1.0099999999999998,0.3817578125000004,0.203125,0.421875,2.3881182140129833,1.1460314419777764,0.17571010490021374,0.3062037757030241,0.3925079801760146,0.5588092134615589,0.730629292750802,-3.148334214701216,0.43333333333333335,-1.9396415567998933e-05,8.569072742362181e-08,-2.1800742485302822e-05,5.041857935648366e-11,8.870064156863604e-08,-9.9761970794998e-05,-1.8816190523827217e-13,5.985592628668702e-11,4.744945853028318e-07,-0.00012030414468910329,1.0,48.94929623567926,64,non-transient
CataID1121078044051,0,-3.1138958444011773,0.7784033935802533,15.225399516549142,0.37254901960784315,-0.21655961516849692,0.2820963582310233,10.704022967145535,2.5999999999999996,0.5042445213379475,0.19607843137254902,0.39215686274509803,50.99959965335157,1.7068260932169874,0.11418502058877937,0.23670219654376026,0.33143916729901235,0.5365184940252129,0.7239506618040559,-3.188775510204082,0.4,-0.00014552801595578053,-1.2269253174316357e-07,-0.00017692412387059555,-7.919922560584295e-11,-1.6252176827065512e-07,-8.122101227119638e-05,-1.6942244823075452e-13,-1.9440512768012872e-10,1.4216120952062416e-07,1.0613801088386229e-05,0.9803921568627451,29080.548300000013,51,non-transient
CataID1012079068177,0,-0.8552899867021676,0.07751182686069029,4.1531226594879005,0.21610169491525424,0.1220624881969103,0.7709975967284624,24.26160337552747,0.3149999999999995,0.05690462510772745,0.8898305084745762,0.4661016949152542,0.45881426027534883,0.10662378397766639,0.12894279427952554,0.2567252103165634,0.3869268334862809,0.5136464359543824,0.724693672634605,-3.038681633102234,0.5333333333333333,3.2783320151328866e-06,-4.248293189000701e-09,2.5439992351108567e-06,-2.039474038969357e-11,-7.670253598698574e-09,3.080253885096316e-05,-1.0050946447863954e-14,-2.4183441715426954e-11,1.1810421243182234e-08,3.469148699677471e-05,0.0,6.812649336437741,236,non-transient
CataID1012072040790,0,0.3456091105068772,0.37028557335594886,0.07578781766663134,0.3162393162393162,-0.028792827165485726,0.7673225879325304,8.345255126370997,0.9649999999999999,0.2919132149901386,0.23076923076923078,0.5213675213675214,1.2490546058357805,0.6353542075992867,0.1414587140508714,0.25770515561394014,0.3895097665561857,0.5135105126079356,0.7455082272285166,-3.0791762013729977,0.5333333333333333,6.466547790336706e-05,-3.6527372237268414e-08,4.969808595129108e-05,-9.452514709859197e-11,-9.132428809238155e-08,0.0001700423296697389,-9.048021303498111e-14,-1.6363217128045088e-10,7.043120967261659e-08,0.00022593735320614643,0.9914529914529915,14.095205822416334,117,non-transient
CataID1007070055769,0,-1.1667245676491227,0.47947416094560563,1.5825064270457099,0.3333333333333333,-0.12217157792483228,0.6074047734925946,3.0709101060859947,1.0199999999999996,0.369131944444444,0.16666666666666666,0.375,2.8894203388696886,1.4941864800104434,0.14129089790307595,0.23894434870233838,0.3253839935323132,0.41158622966944663,0.6139813789463531,-3.435064935064935,0.3,3.8469634646945674e-05,3.7110967235299417e-07,0.0002053874733463397,-3.0835290639864247e-10,1.2372778273685112e-07,0.0004698911226986078,-2.9781886032385627e-13,-5.447548444839588e-10,5.099509156323693e-07,0.0005893755048870606,1.0,43.559884110535315,24,non-transient
CataID2105160017487,0,0.8491851733389615,0.3044120015154901,0.2222957921433455,0.3333333333333333,-0.04658074792616559,0.85329240631465,1.4965343382506087,0.4250000000000007,0.2344444444444438,0.5,0.5,0.4198508695225347,0.21828753361524367,0.15501660128364733,0.2912231258757214,0.4274296504677952,0.5985283334965366,0.8394113333986147,-6.25,0.1,-0.00047602035280909944,9.256898355582738e-08,-0.00044324841763928474,-7.454678227364024e-09,-5.309478233528283e-06,0.0021667753114996725,3.9134461065253585e-11,2.8652766320705196e-08,-1.3458858132648254e-05,-0.004773357833993669,1.0,149.90033814432948,6,non-transient
CataID1107045068798,0,-0.02068199362529504,0.47631106434138754,-0.20149269762541255,0.34408602150537637,-0.03470127960634263,0.6838450207136031,8.266755437194842,1.08,0.36243496357960486,0.25806451612903225,0.46236559139784944,1.884031503126601,0.9957716756338205,0.10354827798345048,0.1796312220260068,0.350294142192419,0.5353521400332187,0.8793381745094223,-3.1003663003663005,0.43333333333333335,-4.883033844110487e-06,9.581333691007658e-08,-3.7189811481296796e-06,-3.03041498079676e-11,9.493270085249964e-08,3.854191790973319e-05,-2.0453908513287645e-13,-2.5338384003429537e-11,5.030800403283307e-07,2.7532877698164534e-05,1.0,21.931767915194378,93,non-transient
