ID,copy_num,skew,std,kurtosis,beyond1st,stetson_j,stetson_k,max_slope,amplitude,median_absolute_deviation,median_buffer_range_percentage,pair_slope_trend,percent_amplitude,percent_difference_flux_percentile,flux_percentile_ratio_mid20,flux_percentile_ratio_mid35,flux_percentile_ratio_mid50,flux_percentile_ratio_mid65,flux_percentile_ratio_mid80,small_kurtosis,pair_slope_trend_last_30,poly1_t1,poly2_t2,poly2_t1,poly3_t3,poly3_t2,poly3_t1,poly4_t4,poly4_t3,poly4_t2,poly4_t1,chi2SALT2,chi2sGauss,ObsCount,Class
CataID1112021056668,0,-0.4023024199264603,0.6173767083394058,-0.5782163925086827,0.44,-0.3264817438715561,0.714699123205823,6.617647070087216,1.0899999999999999,0.5051519999999995,0.12,0.4,2.250872973854337,1.858070943168914,0.16204477746669943,0.24762517918786395,0.34221639055004965,0.43504796526041606,0.7575387489395318,-3.4150197628458496,0.3333333333333333,-5.358782918961618e-05,2.698970206467942e-07,-3.5515448677484646e-05,-2.461033386892266e-10,2.6563656480253764e-07,0.0001980001990927242,3.1153265329124165e-14,-2.4289153294178494e-10,2.2937189521733903e-07,0.00019595137059856432,-100,270764.96675560117,25,non-transient
CataID2113052022596,0,0.5756569010515876,0.22944511082995103,0.6340460985052698,0.3492063492063492,-0.07650683678455845,0.82670525465517,5.695443645083918,0.5649999999999995,0.1843235071806501,0.3333333333333333,0.47619047619047616,0.5079604643185488,0.3490900552609287,0.19362721327017773,0.337863282623726,0.4356667400440709,0.6311435921729173,0.8290858873238733,-3.1508196721311474,0.4666666666666667,-3.695845271253162e-05,1.599463323070379e-08,-3.8232113434564235e-05,9.12471546482673e-12,1.6898226001637804e-08,-5.2047024847366215e-05,-2.668272610655603e-14,5.357490799480612e-12,7.123998806416792e-08,-4.864561594919229e-05,-100,11279.46890915349,63,non-transient
CataID2112033001357,0,-0.5559212704526358,1.2638578506567368,-2.093508475491049,0.5,1.9800984586617307,0.7232554127517874,0.0009650744656438723,1.3949999999999996,1.025555555555556,0.0,0.5,4.621751246774316,4.596099115753417,0.13552430930361198,0.4493326731705932,0.7631410370375745,0.9769555107907462,0.9907822043162985,-6.25,0.1,0.000749886032867655,8.535853840671451e-07,4.2317519154858265e-05,-3.979975432479038e-09,5.115971120219335e-06,0.0027694008446581373,-2.2900697915138315e-11,1.4448096479805443e-08,3.2994442615905146e-05,-0.0009002656511647851,-100,157.13122557452644,6,non-transient
CataID2107018010713,0,-0.04705397862029916,0.4623446535979895,0.23238866147372805,0.29310344827586204,0.020000772993749222,0.7177650299025587,11.139674362176759,1.3249999999999993,0.37225326991676594,0.14655172413793102,0.49137931034482757,2.6982817978026574,0.7745449622184071,0.193640126770372,0.3187368506796852,0.46048173722385044,0.6225105558424466,0.7644922944473957,-3.0798789007918024,0.5,-2.9613166745907046e-05,4.921808283038756e-08,-3.123611295018608e-05,2.4142250287091155e-11,5.2417409425366605e-08,-7.230660263323419e-05,-7.978082808455758e-14,1.2417883830915257e-11,2.3116275505513346e-07,-5.874227298136216e-05,-100,36796.00187954269,116,non-transient
CataID1007027004332,0,-1.2815917435510105,0.6976500236906434,1.549375900217962,0.5,-0.14864303916821442,0.5607431021433075,0.15842839036755046,1.1199999999999992,0.5000000000000003,0.3,0.5,3.4123551663928855,2.3771440238089885,0.08364045393739251,0.13394063618871532,0.20898339951030287,0.36782929875765774,0.6278379964320984,-4.339285714285714,0.16666666666666666,0.0001100927410695521,1.4951003677344653e-08,0.00011927294194386115,-9.711523887171043e-10,-7.007970852465519e-07,0.0010065626138798733,2.9440856974037646e-12,2.14385076596456e-09,-4.962464136304254e-06,-0.0014523757913109546,-100,20089.26726189248,10,non-transient
CataID1132106090137,0,-0.6295312072620431,0.09775927821852368,10.432204520129915,0.18146718146718147,0.024722197741820953,0.7168153546410556,10.817307692307674,0.5899999999999999,0.06634218333060032,0.8416988416988417,0.4594594594594595,0.7701089583174221,0.16949939101987233,0.1078084558787615,0.21663282673174458,0.34381872491451637,0.5006620206320207,0.6963464577201078,-3.0352018482490273,0.43333333333333335,-1.0632429580917944e-05,-1.0694664478887197e-08,-7.204136909111475e-06,-1.4331076658174222e-12,-1.0177675705235862e-08,-4.868714749226427e-06,1.0417675566084494e-14,-7.1891688274435076e-12,-3.188521453966106e-08,5.265149717726176e-07,-100,1669505.4656834863,259,non-transient
CataID1155054024658,0,0.4694667985290417,0.19120609755110013,2.644336721056711,0.2660098522167488,-0.06511015585516182,0.7767285775034954,22.41715384437161,0.7149999999999999,0.14480186367055725,0.4827586206896552,0.4729064039408867,0.6595869074375613,0.3049733834636548,0.14186937528558818,0.24628209468293577,0.4059475553523443,0.5697906702130742,0.7655110988830203,-3.0450746268656714,0.4666666666666667,8.235881744030625e-06,2.4218076168548466e-08,9.699228356378755e-06,-2.090971299309214e-11,1.8302685591983522e-08,4.062125837145777e-05,1.6742408813739706e-14,-1.0606748257505675e-11,-1.3304454962624991e-08,2.9080225240806295e-05,-100,3570210.271988621,203,non-transient
CataID1135078053378,0,0.4544160069894315,0.37979366122185204,0.2765730966130744,0.2953020134228188,0.010508328442798878,0.772548023767879,13.63168730772599,1.0099999999999998,0.2992009368947345,0.2080536912751678,0.46308724832214765,1.3334580622810068,0.6233210423144275,0.17196609234052926,0.28087397191749414,0.42234394411291476,0.6130205014603902,0.7897485253220361,-3.0617836175566118,0.4666666666666667,-3.7240715760164296e-05,-9.71995141188473e-09,-3.8998732827738164e-05,-1.1470608022968203e-10,-6.601634572396215e-08,0.0001336238423471622,6.533709377100368e-14,-6.712377192508004e-11,-1.8974625604014506e-07,8.808270825371173e-05,-100,794205.5677898669,149,non-transient
CataID1135078053701,0,0.4276962742721718,0.3351543951724928,0.6406690813669504,0.28618421052631576,0.18497465689520903,0.757153275124311,17.944936086529015,0.9949999999999992,0.25573666897506914,0.28618421052631576,0.48026315789473684,1.2181728987052465,0.6069242134858619,0.11444116377295527,0.23200904645750986,0.3548196623925448,0.5241303702152553,0.7245108391383366,-3.0299333348001145,0.5,-4.9384639723765816e-05,-1.164281333009515e-08,-4.926419398042571e-05,-4.949473610318973e-11,-1.6751926559284784e-08,2.601342239824012e-05,-1.1299772822251366e-13,-5.815241422726637e-11,2.2124151893846437e-07,3.131519050358502e-05,-100,330963.03479566914,304,non-transient
CataID1104124001891,0,-0.6370508430028522,0.5177405173682278,2.5627379068610634,0.25925925925925924,0.23841266057707336,0.5901780821806258,14.981273408239714,1.8049999999999997,0.37800025720164626,0.19907407407407407,0.4583333333333333,7.87156012037959,0.9143170078706289,0.1380163544305794,0.23997283404424183,0.34814206037975226,0.47983266169314387,0.7109956212480921,-3.042319336580229,0.4666666666666667,-2.188915482622453e-05,8.548939000352811e-08,-4.516817812593448e-05,-4.6231624302892427e-11,1.0261595352218034e-07,2.114939544185672e-05,7.262462949940365e-14,-7.681188753449742e-11,-4.3535489840714286e-08,4.377744880381344e-05,-100,1109980.346211066,216,non-transient
CataID1104124001959,0,0.21918906051890827,0.46172756353097577,-0.16905753314715266,0.2824427480916031,-0.2608089998106069,0.7467378380526132,13.564382139148494,1.200000000000001,0.3686370258143471,0.17557251908396945,0.48854961832061067,2.1915378551007647,0.8115129591002015,0.18155283583444876,0.27464575030005756,0.39392789981996434,0.5968940683429685,0.7372115634407124,-3.0704941860465116,0.4666666666666667,-5.83653731642315e-05,-6.578996343308823e-08,-4.94259324016567e-05,-7.180497470341647e-11,-6.365952884533906e-08,5.427466061716298e-05,7.311136839582223e-14,-6.31455266318388e-11,-2.150265532980595e-07,3.892036768905929e-05,-100,515085.980121369,131,non-transient
