ID,copy_num,skew,std,kurtosis,beyond1st,stetson_j,stetson_k,max_slope,amplitude,median_absolute_deviation,median_buffer_range_percentage,pair_slope_trend,percent_amplitude,percent_difference_flux_percentile,flux_percentile_ratio_mid20,flux_percentile_ratio_mid35,flux_percentile_ratio_mid50,flux_percentile_ratio_mid65,flux_percentile_ratio_mid80,small_kurtosis,pair_slope_trend_last_30,poly1_t1,poly2_t2,poly2_t1,poly3_t3,poly3_t2,poly3_t1,poly4_t4,poly4_t3,poly4_t2,poly4_t1,chi2SALT2,chi2sGauss,ObsCount,Class
CataID1121048016959,0,-0.02705339743992926,0.4973197389828753,-0.2168655726406552,0.3333333333333333,0.1582380165750237,0.7113357874630891,10.3866474543708,1.2850000000000001,0.4035147081237613,0.17901234567901234,0.48148148148148145,2.7670379898390913,1.0128011531177086,0.16862478101246817,0.2975411062324125,0.42520232056037993,0.6358911992994981,0.7953021959896379,-3.0567216981132077,0.5333333333333333,-5.332676934760084e-05,9.16482812014816e-08,-3.673496949022358e-05,5.5191384861632514e-11,1.1510512924613131e-07,-0.00010451660831687097,-1.443237614554368e-15,5.420263948311115e-11,1.175387804284573e-07,-0.00010366867134130457,-100,408385.85834971705,162,non-transient
CataID1112021056719,0,-0.3250844945276658,0.049495731926820705,1.958832756663392,0.2717391304347826,0.060284565750206916,0.7695575496146302,2.469931271477668,0.20999999999999908,0.0378161921077502,0.9755434782608695,0.483695652173913,0.23594743344451072,0.07646521362983712,0.1326171052564489,0.265245460550494,0.3978963168741087,0.530580927128048,0.7960964363014703,-3.0246799910172917,0.5,6.156215587197101e-06,-1.3206447673898256e-11,6.154823350658111e-06,-1.3452979049671444e-12,-2.84493528122946e-10,7.978835318227855e-06,1.793103805407919e-14,2.7335944822888555e-12,-3.588745607988379e-08,4.80062133855811e-06,-100,2687718.878203156,368,non-transient
CataID2113052024527,0,8.69719733305077,0.7407900476766963,75.75576262146242,0.013157894736842105,1.3262655007504243,0.9077676549836735,51.09315578111102,3.25,0.1695429362880753,0.9736842105263158,0.3815789473684211,0.9973938464500011,0.028016298126471374,0.08876136877163027,0.08876136877163027,0.2003309362893002,0.26629163602777456,0.4438444930616197,-3.123843021103295,0.4666666666666667,0.00017330669066117996,1.6242285952817837e-07,0.00015871273905186317,1.6207427155629197e-10,1.735510135731249e-07,-9.9662599522726e-05,2.0209231248975324e-13,1.920868371481146e-10,-2.3557293446163207e-07,-0.0001408189343965841,-100,284980465.91807455,76,non-transient
CataID2112033001275,0,0.1461109851220006,0.9286549412995125,-2.20296823422403,0.42857142857142855,-0.43051062756224145,0.8604846298093218,0.0011347580770968242,1.1350000000000016,0.8028571428571435,0.14285714285714285,0.42857142857142855,1.3120647901755942,1.2007111164007482,0.36648955923366494,0.6216373078322516,0.7190296898175367,0.8164220718028219,0.9259614775338421,-5.4,0.1,0.0003830556138096622,2.589201833455441e-07,0.00014974341671213852,2.064579052819062e-10,-4.671915158056676e-08,-8.999603041628804e-05,2.0289888253448236e-12,-2.9014269497298046e-09,-3.1546352581245245e-06,0.0020548664546746866,-100,2694.9931501966676,7,non-transient
CataID1123040015889,0,-0.13253624695693478,0.28043441681717185,0.28305701004014505,0.3020527859237537,0.13014924185236906,0.7629711588881642,71.54087894084384,0.8300000000000001,0.22312759608190535,0.2932551319648094,0.4897360703812317,1.42102904673618,0.45881426027534883,0.1790733933825125,0.2914262904469974,0.41382751588125066,0.5650388709080936,0.7825054246419233,-3.0266534010577577,0.4666666666666667,-4.042835669753479e-05,8.518556486860578e-08,-4.02517829973334e-05,2.0293542296553805e-11,8.705502413135143e-08,-6.201278454935602e-05,1.3521530279191744e-14,2.397901355242471e-11,6.584871597791299e-08,-6.535009318560529e-05,-100,769577.3841987468,341,non-transient
CataID2123102011836,0,-0.8038993475394189,0.12548285146788662,4.505891185407034,0.22277227722772278,0.054555165753170765,0.7666694136405874,48.80952542359543,0.5350000000000001,0.0890657778649151,0.7425742574257426,0.46534653465346537,0.8197008586099864,0.21228150834309842,0.1267438328765172,0.21963726122946411,0.32970171209119115,0.43133124470529,0.6861209825153431,-3.0453015075376886,0.5,-3.4591248350762584e-05,3.4089318611005255e-08,-3.110183359322714e-05,-7.4033662015237e-12,3.4800062522451e-08,-2.0884781406068596e-05,-2.1376049567036337e-14,-3.5893555780761456e-12,7.649548834918166e-08,-2.539237402601786e-05,-100,52567.152848134734,202,non-transient
CataID2108002019991,0,0.008136026506248095,0.40641226534147085,-0.8239398190061,0.3888888888888889,0.29923929925196024,0.790672817167557,13.590844062947031,0.7550000000000008,0.33467764060356636,0.18518518518518517,0.5,1.0136388403949126,0.8087801117870096,0.19598465089334202,0.24255260114040153,0.37399236820390735,0.6785062262875432,0.8765640052619358,-3.177601809954751,0.5666666666666667,2.482290814919332e-05,2.2425035418487025e-08,2.8877322198258113e-05,-2.8404640768228014e-10,-1.3520272877227736e-07,0.00037443159607542117,-4.58352628832261e-13,-4.301031369036828e-10,6.704731805902599e-07,0.000392781796001464,-100,6029.219405361813,54,non-transient
CataID2105232034050,0,1.4173565211955848,0.44533561447947284,1.2327781573767567,0.14285714285714285,0.5929775854606055,0.9117951611344826,6.155303030303031,0.6199999999999992,0.34448979591836654,0.42857142857142855,0.2857142857142857,0.6267498422042795,0.13569482647800524,0.11741502371953624,0.2199016670849439,0.4377913150563945,0.6556809630278448,0.8628103959629552,-5.4,0.06666666666666667,-0.00046945086853372525,-5.426646139477453e-06,0.001498008051492201,-2.745267804071296e-05,0.0017775948768483582,7.353807575965788,2.4019060872725425e-07,-0.0001842691875492581,-0.05337782132466004,34.17134992819796,-100,1175.8825204818138,7,non-transient
CataID2105232034352,0,-0.5414186555948185,0.12397889818742207,0.3165995259986687,0.32142857142857145,-0.014648566855598504,0.8110068581425587,6.270903034307647,0.2649999999999988,0.09905612244897963,0.6785714285714286,0.35714285714285715,0.3551894123510336,0.1803206356517285,0.2554535604814494,0.3707661322065257,0.45257978388419,0.5770951818701641,0.8657247649261844,-3.3646153846153846,0.3333333333333333,-8.380263602147099e-05,5.94679533470015e-08,-0.00011198167699483268,2.9484783363751405e-10,-1.562856300266272e-07,-0.00021621406226147375,-4.0180913353197445e-13,6.70058300679032e-10,3.029637209185973e-09,-0.0003137839326486792,-100,479203.2933628593,28,non-transient
CataID1129072009726,0,-0.1314659315000199,0.5738926535318062,-0.8705027306396138,0.35714285714285715,-0.35808726225276744,0.7485231845006148,9.932170529268722,1.045,0.481964285714285,0.14285714285714285,0.42857142857142855,2.1914024902171825,1.2864746875579973,0.19163958346617255,0.3891823449796215,0.5406048685469703,0.6080200057964449,0.7633121057196983,-3.3646153846153846,0.4,0.00010920870650579365,-8.006748993238271e-08,9.050687605012398e-05,-1.1286061309426355e-10,-1.0752159564011907e-07,0.0002005178919244208,-3.6851063853195353e-13,-2.8939098369847857e-10,4.209794824411383e-07,0.0003313809147377582,-100,31632.05322448478,28,non-transient
